node_id,node_type,value,source,first_seen,last_seen,confidence,attrs_json
asn:446bf536b3b1ecbb3a9f,ASN,14618,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Amazon Data Services Northern Virginia""}"
asn:2f071f95040234091efa,ASN,14670,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Whg Hosting Services LTD""}"
asn:5c59704a4d4c3ed8e127,ASN,150142,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""BD"",""organization"":""Wolast Technologies""}"
asn:a0c70d1040f54d93faf9,ASN,151592,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""ID"",""organization"":""Pt Awan Data Teknologi""}"
asn:81b836a053e5d4f51d25,ASN,15169,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Google LLC""}"
asn:92167bdf240bc1eebcf9,ASN,153610,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""BD"",""organization"":""Softimist Limited""}"
asn:1baac79a6ee7f962bb98,ASN,15626,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""UA"",""organization"":""Hyperhost LTD""}"
asn:f1b852df7183b981fa93,ASN,16276,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""CA"",""organization"":""OVH Hosting, Inc.""}"
asn:d8158240f4e641b1696b,ASN,16509,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Vercel, INC""}"
asn:f883a150c6579f6fc2a4,ASN,16814,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""AR"",""organization"":""NSS S.A.""}"
asn:41b43bde8a4c17b3b7e8,ASN,17378,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Tierpoint, LLC""}"
asn:944c381325a5e6519d1c,ASN,19318,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Mail Baby""}"
asn:6edab84859ca2fe9963a,ASN,19437,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""SECURED SERVERS LLC""}"
asn:e6a64d03a830cd48c3cc,ASN,196763,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""DE"",""organization"":""Key-Systems GmbH""}"
asn:1eebea3765663cbea177,ASN,19871,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Hostgator.com LLC""}"
asn:07efbdd62dba60ce995f,ASN,199404,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""IN"",""organization"":""Whg Hosting Services LTD""}"
asn:ec003f4bcea4714a5f19,ASN,199959,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""NL"",""organization"":""Crowncloud""}"
asn:7efa0d75b5c23d265b15,ASN,200019,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""MD"",""organization"":""ALEXHOST SRL""}"
asn:d4712ec8454b950b6aac,ASN,200325,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Bunnyway, Informacijske Storitve D.O.O""}"
asn:2eeaa43043322d628ce5,ASN,203248,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""TR"",""organization"":""Bnet Bulut Bilisim Hizmetleri Tic. Ltd. Sti.""}"
asn:38d371ba72f61ca29ff2,ASN,203280,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""ES"",""organization"":""Jose Antonio Vazquez Quian""}"
asn:605ed39598f679354fe8,ASN,204213,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""IR"",""organization"":""Netmihan Communication Company LTD""}"
asn:a4e8f76bf46063af52ee,ASN,20473,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""The Constant Company, LLC""}"
asn:18677580557b1f503af2,ASN,204800,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""SG"",""organization"":""A2 Hosting, Inc.""}"
asn:368fb905cb7c2f73c27d,ASN,205090,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""RU"",""organization"":""FIRST SERVER, SOCIEDAD LIMITADA""}"
asn:47664531442590bdd958,ASN,205275,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""RO"",""organization"":""ROMARG SRL""}"
asn:618fb7961d1272a302b4,ASN,206834,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""CA"",""organization"":""TEAM-INTERNET""}"
asn:9e9b2a3c3f960fb69e4c,ASN,20853,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""PL"",""organization"":""Etop Sp. Z O.O.""}"
asn:b5a54228b0e81f62fcf2,ASN,20860,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""GB"",""organization"":""Iomart Managed Services Limited""}"
asn:c135dfc5eba399b07df8,ASN,209242,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Godaddy.com, LLC""}"
asn:16231a373f2c4fc983a9,ASN,209341,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""DE"",""organization"":""Whg Hosting Services LTD""}"
asn:77fce758754a54ca626f,ASN,20940,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Akamai Technologies, Inc.""}"
asn:4cd3261dcc5770a0a101,ASN,210403,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""FR"",""organization"":""Groupe Lws SARL""}"
asn:7c9ef21ecb988216d323,ASN,212216,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""IR"",""organization"":""Netafraz Iranian Ltd.""}"
asn:fdce98a4b515f48b3e08,ASN,212317,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Hetzner Online GmbH""}"
asn:85994090f2ee4986c581,ASN,212921,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""HK"",""organization"":""Ip Transit""}"
asn:3074f08f2b1d378c365b,ASN,213230,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Hetzner Online GmbH""}"
asn:da984bdab62b23a502d6,ASN,214267,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""TR"",""organization"":""Server Sistemleri Bilisim San. Tic. Ltd. Sti.""}"
asn:2a6d7974d1ca16b8fe1b,ASN,21499,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""NL"",""organization"":""Godaddy.com, LLC""}"
asn:fbdf37524aefd54ccbdf,ASN,216024,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""DE"",""organization"":""Kvmka""}"
asn:02a5337e3978a26438cd,ASN,22458,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Ramsey Passmore Design, Inc.""}"
asn:1ae514214e0c88337d10,ASN,22548,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""BR"",""organization"":""Núcleo de Inf. e Coord. do Ponto BR - NIC.BR""}"
asn:b686f4411225a5b67466,ASN,22611,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Inmotion Hosting, Inc.""}"
asn:5b6a24001a8570b7c47e,ASN,22612,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Namecheap, Inc.""}"
asn:792f8c4f4ac2137c139d,ASN,23352,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""DEFT.COM""}"
asn:0fd5f9bd2ce2b31c5f91,ASN,23884,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""TH"",""organization"":""Proen Corp Public Company Limited""}"
asn:99c6712822e6407b51aa,ASN,24940,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""DE"",""organization"":""Hetzner Online GmbH""}"
asn:8c0e8682c92702b23b08,ASN,25773,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""RADWARE INC.""}"
asn:75b0fc64600411476529,ASN,26347,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""DreamHost""}"
asn:2d18af379551307afc3a,ASN,26383,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""PL"",""organization"":""Baxet Group Inc.""}"
asn:412ad6fa898e2a446c61,ASN,26496,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""SG"",""organization"":""Godaddy.com, LLC""}"
asn:952ff8adff62d3419ab1,ASN,26619,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""CO"",""organization"":""GTD COLOMBIA S.A.S""}"
asn:509f02a52f1ca9b4b675,ASN,269070,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""BR"",""organization"":""Hostzone Tecnologia LTDA""}"
asn:a2bd6a4effccdfc1f4cf,ASN,27715,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""BR"",""organization"":""Locaweb Serviços de Internet S/A""}"
asn:26f702a840b640457b5b,ASN,27823,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""AR"",""organization"":""Dattatec.com""}"
asn:ac1c54faaba274d5fe43,ASN,28263,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""BR"",""organization"":""VERO S.A""}"
asn:99edac7d5d83efa36ae7,ASN,28753,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""DE"",""organization"":""Leaseweb Deutschland GmbH""}"
asn:7ad04d04598aa5f054fb,ASN,28824,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""NO"",""organization"":""EMP SECURE AS""}"
asn:8f8bc2f462f55c2370a9,ASN,29522,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""PL"",""organization"":""Krysztof Dziewonski Trading AS Ehost""}"
asn:ce58ffb6da3a324b1a85,ASN,29802,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Hivelocity, Inc.""}"
asn:e9e9b40c2bfde62a1e9f,ASN,29873,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Newfold Digital, Inc.""}"
asn:11a638955aac79d1ff0e,ASN,30058,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""FDCservers.net""}"
asn:a08f99a9763035709aa3,ASN,30083,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""velia.net""}"
asn:23f1a45cab2a60d9bfd1,ASN,30148,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Sucuri""}"
asn:a1107622827fe871ae5a,ASN,30277,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Dfw Datacenter""}"
asn:d8cf5a84a60fb5cf1b3a,ASN,30475,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Handy Networks, LLC""}"
asn:0c9477a02390aa631f6a,ASN,3132,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""PE"",""organization"":""Red Cientifica Peruana""}"
asn:beaa5d36a56157987eee,ASN,31727,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""GB"",""organization"":""Hyperslice""}"
asn:e0a575227a75a0bdfeb6,ASN,31898,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""BR"",""organization"":""Hostgator.com LLC""}"
asn:50d0d0319984687cd216,ASN,3223,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""RO"",""organization"":""Host Gate SRL""}"
asn:06cd8c622e8f8873d4e5,ASN,32244,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Liquid Web, L.L.C""}"
asn:485c93122f55a21ff903,ASN,32475,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""GREENGEEKS LLC""}"
asn:ca689abe10ad7b8a413d,ASN,327979,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""ZA"",""organization"":""Teraco Hosting""}"
asn:6a73e7cfd858fed169f8,ASN,329184,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""ZA"",""organization"":""HA VPS""}"
asn:c909fc59202263a64f14,ASN,33182,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Hostdime.com, Inc.""}"
asn:80dedb7d35e2c3f9e11c,ASN,34240,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""DE"",""organization"":""Manitu GmbH""}"
asn:a87adb445d97ec63afaa,ASN,34619,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""TR"",""organization"":""Cizgi Telekom A.S.""}"
asn:e46f9de6a52494d1b898,ASN,3462,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""TW"",""organization"":""Chunghwa Telecom Data Communication Business Group""}"
asn:a4903d16eec2318c0b25,ASN,34762,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""BE"",""organization"":""Register Networks in Belgium""}"
asn:3092150fa40a6cb5b02d,ASN,34931,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""GB"",""organization"":""Unlimited Web Hosting UK LTD""}"
asn:51275be77374c5364d6d,ASN,35278,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""RU"",""organization"":""SPRINTHOST.RU LLC""}"
asn:92cfb7846889465eeb46,ASN,36351,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Ibm Cloud""}"
asn:d45ff5428d1deaa6052a,ASN,36352,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""DELTAHOST-USA""}"
asn:627f3e131f75df76b282,ASN,36454,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Whg Hosting Services LTD""}"
asn:601f6c4d88f17f0267f8,ASN,36666,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""CA"",""organization"":""Globotech Communications""}"
asn:027fc3cf172168520762,ASN,37611,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""ZA"",""organization"":""AFRIHOST SP (PTY) LTD""}"
asn:588e69b5c94250f809c8,ASN,3842,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""RAMNODE""}"
asn:e9f135fd953681ee87a8,ASN,38565,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""NP"",""organization"":""Ncell Pty. Ltd.""}"
asn:b5dcd7f7cf643d4a9faa,ASN,38719,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""AU"",""organization"":""Dreamscape Networks INC Australia""}"
asn:ca2c124d63f231e9d49c,ASN,394695,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""IN"",""organization"":""P.D.R Solutions Fzc""}"
asn:ec027f3612a95d5186b4,ASN,396362,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Leaseweb Usa, Inc. New York""}"
asn:43386b4017867b1f5c9b,ASN,396982,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Google LLC""}"
asn:9810085561b1e7a40ac0,ASN,398101,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Godaddy.com, LLC""}"
asn:b3ec72a94bb3c5940baf,ASN,399250,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Name Hero, LLC""}"
asn:d688e78f18f5957d9ea1,ASN,399629,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""GB"",""organization"":""Bl Networks""}"
asn:118faad120e1b77acfc3,ASN,40034,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Confluence Networks INC""}"
asn:7ffa35d0ff296a4cc637,ASN,400754,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Godaddy.com, LLC""}"
asn:093e72c204ff2eb61951,ASN,401696,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""HK"",""organization"":""Vapeline Technology(hk)., limited""}"
asn:15b761f0ec78101ad93f,ASN,40676,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Confluence Networks INC""}"
asn:05f9d0dd6651ba6d4954,ASN,40824,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Webzilla Inc.""}"
asn:8ed1e844eb730cd68b67,ASN,42831,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""GB"",""organization"":""Liquidnet Ltd.""}"
asn:b89918d16f26d85d9d64,ASN,42846,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""TR"",""organization"":""Cust Guzelhosting""}"
asn:0ef42b0324a6341f0f14,ASN,43541,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""CZ"",""organization"":""Shared Network for Our Customers""}"
asn:7eef1a7f5d2f23bd3228,ASN,43818,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""MD"",""organization"":""SC Sandralogic SRL""}"
asn:f94fc2a3715e3ff4d2b7,ASN,43927,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""RO"",""organization"":""HOSTERION SRL""}"
asn:26fdc26f16359379645a,ASN,44043,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""RO"",""organization"":""Hostvision SRL""}"
asn:d027c8d467f9776d2122,ASN,44388,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""MD"",""organization"":""IT CONCEPT SRL""}"
asn:29f402bc872567308f35,ASN,45538,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""VN"",""organization"":""Ods Joint Stock Company""}"
asn:2ad052790c5909bcd9c8,ASN,45638,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""AU"",""organization"":""SYNERGY WHOLESALE PTY LTD""}"
asn:7d9524efdd06f98f4c51,ASN,45671,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""AU"",""organization"":""Servers Australia Pty LTD""}"
asn:1e2efbc96a05c4992f02,ASN,45785,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""MY"",""organization"":""SERVICE HOSTING""}"
asn:b405ad34bbcb61f72784,ASN,46015,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""MY"",""organization"":""Exabytes Cloud SDN.BHD.""}"
asn:127bf14a51bcf00cf561,ASN,4613,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""NP"",""organization"":""Mercantile Communications Pvt LTD""}"
asn:d6fd7ff04332b18e0bfa,ASN,46475,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Limestone Networks, Inc.""}"
asn:08d9f744b77ac0cec71e,ASN,46606,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Newfold Digital, Inc.""}"
asn:48b420090da5aa23981c,ASN,47583,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""BR"",""organization"":""HOSTINGER BR""}"
asn:8f1c38c77d5b9659bbba,ASN,48254,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""GB"",""organization"":""Anycast Cdn Subnet""}"
asn:212c86b918e15dce5371,ASN,4837,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""CN"",""organization"":""Zhengzhou Giant Computer Network Technology Co., LTD""}"
asn:5b4f78fdf87015fbf5b6,ASN,49126,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""TR"",""organization"":""IHS Shared Hosting Services""}"
asn:2140d4493787f4e087c8,ASN,49334,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""TR"",""organization"":""SH ONLINE ILETISIM ANONIM SIRKETI""}"
asn:a2f5500f7e139e8a8649,ASN,50474,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""FR"",""organization"":""o2switch Internet""}"
asn:4fb6038377e382dada9b,ASN,51167,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""FR"",""organization"":""Contabo GmbH""}"
asn:35c1e0fc9d19d2eba85d,ASN,51559,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""TR"",""organization"":""Netinternet Veri Merkezi Teknolojileri AS""}"
asn:bef4c136da440b6e609a,ASN,52030,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""IT"",""organization"":""Server Plan S.R.L.""}"
asn:26473b8b09b08c814b23,ASN,52148,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""GB"",""organization"":""Enix LTD""}"
asn:b1a2ba79ef76117a92b0,ASN,52368,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""CL"",""organization"":""ZAM LTDA.""}"
asn:1a62fae1407f6d9c0564,ASN,53055,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""BR"",""organization"":""DIMENOC SERVICOS DE INFORMATICA LTDA""}"
asn:eaacb34035dffa4642a7,ASN,53107,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""BR"",""organization"":""EVEO S.A.""}"
asn:6dc8a635f827fef91dd7,ASN,53243,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""BR"",""organization"":""Ester Canhada Meireles""}"
asn:f1e58976f4ab27b2e041,ASN,53589,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""FR"",""organization"":""Planethoster France""}"
asn:ddc1310fa1f7d2312758,ASN,53665,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Bodis, LLC""}"
asn:0960bb23e231f7676042,ASN,53667,historical_infra_ipintel,,2026-07-20T09:21:41Z,0.4500,"{""country"":""US"",""organization"":""Frantech Solutions""}"
